"","name","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","address","street","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","address_admin","APN","url","zip","county","city","y","x"
"202","Rippy's Smokin' Bar & Grill","","3. Information unavailable","800","4. Information unavailable","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Top Golf","Laura Sumpter","lsumpter@rippysbarandgrill.com","(615) 244-7477","","","Country",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"429 BROADWAY","09306310400","https://www.rippyshonkytonk.com/",37203,"Davidson","Nashville",36.1603567468744,-86.7781165621406
"203","Riverside Revival Nashville","Adrianna Flax","2. No","","1. Always","2. 5-10 Events per month","","1. Ticket sales","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely",NA,"3. Somewhat likely",0,0,0,"Riverside Revival Nashville is an event space and music venue located on the campus of the East Nashville Church of Christ in Nashville, Tennessee. The venue offers a variety of services, including concerts, corporate meetings, weddings, and social gatherings","","events@riversiderevivalnashville.com","(615) 784-8225","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1600 RIVERSIDE DR","07215018800","https://www.riversiderevivalnashville.com/",37216,"Davidson","Nashville",36.1956450005556,-86.7241058447518
"204","Robert's Western World","Marcus Dowling","1. Yes","","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Robert's Western World is a honky-tonk bar and live music venue located in the heart of downtown Nashville, Tennessee. ","","","(615) 244-1028","","","Country",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"416 B BROADWAY","09306307600","https://robertswesternworld.com/",37203,"Davidson","Nashville",36.1610026617864,-86.7780712185008
"205","Rocketown (Main Building)","","2. No","1500","4. Information unavailable","2. 5-10 Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely",NA,"2. Not too likely",0,0,0,"A multi-faceted oasis for youth comprised of three music venues featuring faith based music, a skatepark, a coffee bar, various after-school programs, and weekly outreach events","","info@rocketown.org","(615) 843-4001","","","Faith Based",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"601 4TH AVE S","09310038100","https://www.rocketown.org/",37210,"Davidson","Nashville",36.1541142464825,-86.7731314057868
"206","Rosemary and Beauty Queen (bar); Pink Spiders (band)","Eric Holt","3. Information unavailable","","3. Never","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely",NA,"4. Very Likely",0,0,0,"Neighborhood food and drinks in East Nashville","Meagan Briggs","info@rosemaryandbeautyqueen.com","(615) 730 7700","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1102 FORREST AVE","08309012500","https://www.rosemaryandbeautyqueen.com/",37206,"Davidson","Nashville",36.178196521554,-86.7495459408307
"207","Rosie's Twin Kegs","","1. Yes","Null","4. Information unavailable","","4. 20+ Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Burgers, draft beer, shuffleboard & weekly karaoke draws locals to this long-standing hangout.","","","(615) 832-3167","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"413 THOMPSON LN","11909023900","https://rosiestwinkegs.com/",37211,"Davidson","Nashville",36.1107109325187,-86.7468482267984
"208","Rudy's Jazz Room","Eric Holt","1. Yes","50","3. Never","3. 11-20 Events per month","2. 3-10 Years","1. Ticket sales","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Rudy's Jazz Room embodies the history and spirit of traditional jazz clubs, where musicians played their hearts out while people gathered to listen, dance, eat, drink and socialize in a swinging' atmosphere. An authentic jazz experience in Music City USA","Adam Charney","adam@rudysjazzroom.com","(615) 988-2458","","","Jazz",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"600 9TH AVE S","09314055500","https://www.rudysjazzroom.com/",37203,"Davidson","Nashville",36.151615544937,-86.7800633743506
"209","Ryman Auditorium","Marcus Dowling","2. No","2362","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","1. Ticket sales","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"A historic auditorium & nightly music venue, the exact spot where bluegrass was born and once the home of the Grand Ole Opry","","","(615) 889-3060","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"116 REP JOHN LEWIS WAY N","09306307100","https://www.ryman.com/?utm_campaign=ryman&utm_medium=organicsearch&utm_source=googlemybusiness&utm_audience=tofu_googlemybusiness&utm_content=brandstory_google_my_business_website_link",37219,"Davidson","Nashville",36.1614368964083,-86.778258428777
"210","Sambuca (Restaurant)","","2. No","350","2. Sometimes","4. 20+ Events per month","","","2. Not too likely","3. Somewhat likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Live music plays nightly at this sultry hot spot serving elevated American food & classic cocktails.","","","(615) 248-2888","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1209 PINE ST","09313010400","https://www.sambucarestaurant.com/",37203,"Davidson","Nashville",36.1518138428385,-86.785052281168
"211","Santa's Pub ","","3. Information unavailable","","3. Never","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Bar and Karaoke in Nashville, serving up cold beer and karaoke for 10 years.","","","615-593-1872","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Schermerhorn Symphony Center","Eric Holt","2. No","1844","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"The home of the Nashville Symphony, this venue is located across from the Country Music Hall of Fame and Museum featuring classical, jazz and world music","","","(615) 687-6400","","","Classical, Jazz, World Music",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1 SYMPHONY PL","09306406200","https://www.nashvillesymphony.org/",37201,"Davidson","Nashville",36.1597617885275,-86.7755446838684
"213","Scoreboard Restaurant & Sports Bar","","2. No","Null","4. Information unavailable","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Late-night sports bar featuring cocktails, draft brews & BBQ plates with an outdoor deck featuring live country music","","eat@scoreboardmn.com","(615) 883-3866","","","Country",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2416 MUSIC VALLEY DR","06200023300","https://www.scoreboardopry.com/",37214,"Davidson","Nashville",36.2193629960737,-86.6971097730653
"214","Shamblin Theater","","2. No","626","4. Information unavailable","","4. 20+ Years","","3. Somewhat likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"An amphitheater located on the Lipscomb University Campus","","","(615) 966-7070","","","No Genre Specifed",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1 UNIVERSITY PARK DR","11716016300","https://www.lipscomb.edu/",37204,"Davidson","Nashville",36.1059061336745,-86.7985257445467
"215","Sheraton Downtown Nashville","","2. No","Null","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Hotel in downtown Nashville featuring live music in their lounge and restaurant","","","(615) 259-2000","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"623 UNION ST","09305201600","https://www.marriott.com/en-us/hotels/bnand-sheraton-grand-nashville-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0",37219,"Davidson","Nashville",36.1631042502108,-86.7829051442598
"216","Sid Gold’s Request Room","Adrianna Flax","2. No","","3. Never","","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Sid Gold’s Request Room is a piano karaoke bar and lounge that is a great spot to grab drinks, listen to live music, and sing karaoke. ","","","(629) 800-5847","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"3245 GALLATIN PIKE","07206004500","https://sidgolds.com/",37216,"Davidson","Nashville",36.2083496741794,-86.7354351436357
"217","Sidebar Nashville","","2. No","","4. Information unavailable","","","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Sidebar is one of Nashville's hidden gems located at Bode on the corner of 2nd Avenue and Korean Veterans Boulevard ","","","(844) 230-2633","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"401 B PRESIDENT RONALD REAGAN WAY","093100A00100CO","https://www.bode.co/downtown-nashville-hotel/sidebar",37201,"Davidson","Nashville",36.157195323445,-86.7726003022236
"218","Sinema ","Eric Holt","1. Yes","","4. Information unavailable","1. 1-4 Events per month","2. 3-10 Years","4. Mixed/all of the above","2. Not too likely","2. Not too likely","2. Not too likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Hosts a variety of live music performances, from jazz and blues to folk and rock. The venue also offers a full bar and restaurant, making it a great spot to enjoy live music and drinks.","Carly Houison","carly@sinemanashville.com","(615) 942-7746","","","Jazz, Blues, Folk, and Rock",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Skull's Rainbow Club","","3. Information unavailable","","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely",NA,"1.Not At All Likely",0,0,0,"Circa-1948 speakeasy-style lounge offering elevated American fare, craft sips, live music & nightly burlesque.
","","info@skullsrainbowroom.com","(615) 810-9631","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"222 4TH AVE N","09302316000","https://www.skullsrainbowroom.com/",37201,"Davidson","Nashville",36.1644946391003,-86.7790335294121
"220","Skydeck on Broadway","Marcus Dowling","2. No","","4. Information unavailable","3. 11-20 Events per month","1. 0-3 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely",NA,"1.Not At All Likely",0,0,0,"Skydeck on Broadway is the premier event venue offering an unparalleled culinary, entertainment and concert experience.","","hello@assemblyfoodhall.com","","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"600 B BROADWAY","093063A00500CO","https://www.assemblyfoodhall.com",37203,"Davidson","Nashville",36.1602443545061,-86.7797417298829
"221","Slim & Husky's Pizza Beeria","Eric Holt","1. Yes","","4. Information unavailable","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Slim & Husky's is a fast casual neighborhood Pizza Beeria providing a gourmet build your own pizza experience accompanied by the taste of Nashville's home made breweries.","","info@slimandhuskys.com","(615) 647-7017","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Snitch","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"Guests can revel in the sour liberties of Printer’s Alley at this music-centric, approachable speakeasy. In addition to a selection of monthly rotating craft and local beers, Snitch provides a creative platform for the musicians of Music City with weekly live programming.","","","(615) 622-1491","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"210 4TH AVE N","09306105700","https://www.dreamhotels.com/nashville/dining-nightlife/snitch",37219,"Davidson","Nashville",36.1642171540611,-86.7788674044819
"223","Sobro Sports Bar and Grill (Hilton Garden Inn Downtown)","","2. No","Null","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely",NA,"1.Not At All Likely",0,0,0,"SoBro Sports Bar & Grill is a casual, modern and welcoming atmosphere that features a wide variety of local beers and bourbons, with a splash of house made cocktails. Their food centers on southern cuisine with a local flare of smoky and savory notes","","","(615) 928-1841","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"419 3RD AVE S","09310043100","https://nashvilledowntown.com/go/sobro-sports-bar-and-grill",37201,"Davidson","Nashville",36.1568664141886,-86.7733348134159
"224","Solberg Studios","Adrianna Flax","3. Information unavailable","","4. Information unavailable","3. 11-20 Events per month","","4. Mixed/all of the above","4. Very Likely","4. Very Likely","4. Very Likely","3. Somewhat likely",NA,"3. Somewhat likely",0,0,0,"Solberg Studios is Nashville's newest Collaborative Audio and Video Studio Space.","","","(615) 450-6592","1618 Jefferson Street, Nashville TN 37208","Jefferson St","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1618 JEFFERSON ST","08115059500","https://solberg-studios.business.site/?utm_source=gmb&utm_medium=referral",37208,"Davidson","Nashville",36.1704061705857,-86.8038670003989
"225","Sonny's Patio Pub and Refuge","","3. Information unavailable","","4. Information unavailable","3. 11-20 Events per month","","","1.Not At All Likely","2. Not too likely","3. Somewhat likely","3. Somewhat likely",NA,"2. Not too likely",0,0,0,"Neighborhood hangout serving up Good Mood Food, Power Packed Drinks and an Action-Packed atmosphere with Bar Games galore and music.","","info@sonnysnashville.com","(615) 953-7846","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1318 6TH AVE N","08209005400","https://www.sonnysnashville.com/",37208,"Davidson","Nashville",36.1777953017095,-86.7908112040251
"226","Southern Grist Brewing East Nashville","","1. Yes","80","4. Information unavailable","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"A neighborhood brewery operating taprooms in East Nashville featuring live music events","","","(629) 203-7159","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"754 DOUGLAS AVE","07116030200","https://www.southerngristbrewing.com/",37207,"Davidson","Nashville",36.1931740518655,-86.7543174778608
"227","Springwater Supper Club & Lounge","","3. Information unavailable","150","3. Never","4. 20+ Events per month","","1. Ticket sales","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely",NA,"3. Somewhat likely",0,0,0,"Springwater Supper Club & Lounge is the oldest continuously open and operational bar in the great state of Tennessee. Happily hosting Live Music 7 nights a week, plenty of afternoon events, and the COLDEST beer in town! With the storied history and statu","","bookthespring@gmail.com","(615) 320-0345","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"2701 POSTON AVE","10403000400","https://www.thespringwater.com/",37203,"Davidson","Nashville",36.1463994955937,-86.8123417515046
"228","Star Rover Sound","","3. Information unavailable","","4. Information unavailable","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","4. Very Likely","3. Somewhat likely",NA,"1.Not At All Likely",0,0,0,"Nashville neighborhood restaraunt serving margaritas, live music and a classic honky tonk snack bar. ","","starroversound@rocketfarmrestaurants.com","(615) 709-3158","","","No Genre Specifed",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1400 ADAMS ST","08205017200","https://www.starroversound.com/",37208,"Davidson","Nashville",36.1814843191518,-86.784138792092
